referrer,views_total,views_unique
Google,235,110
github.com,48,20
maturitymodel.security.aws.dev,36,16
vizrt.aha.io,28,2
confluence.paylabo.com,14,2
statics.teams.cdn.office.net,12,8
pages.awscloud.com,11,2
Bing,7,4
linkedin.com,7,2
DuckDuckGo,6,3
