referrer,views_total,views_unique
Google,276,131
github.com,55,16
DuckDuckGo,33,4
maturitymodel.security.aws.dev,22,15
aws.amazon.com,20,8
statics.teams.cdn.office.net,16,8
Bing,14,7
tmc-ccoe.atlassian.net,12,2
docs.aws.amazon.com,11,3
mail.google.com,8,2
