time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-10 00:00:00+00:00,8,7,304,26
2025-05-11 00:00:00+00:00,12,7,460,16
2025-05-12 00:00:00+00:00,6,6,282,102
2025-05-13 00:00:00+00:00,7,4,293,98
2025-05-14 00:00:00+00:00,13,10,287,70
2025-05-15 00:00:00+00:00,11,8,230,76
2025-05-16 00:00:00+00:00,5,5,253,78
2025-05-17 00:00:00+00:00,8,6,274,20
2025-05-18 00:00:00+00:00,6,6,314,24
2025-05-19 00:00:00+00:00,9,6,236,80
2025-05-20 00:00:00+00:00,7,5,225,80
2025-05-21 00:00:00+00:00,7,4,274,82
2025-05-22 00:00:00+00:00,16,7,661,95
2025-05-23 00:00:00+00:00,3,3,187,58
