referrer,views_total,views_unique
Google,271,112
maturitymodel.security.aws.dev,71,27
aws.amazon.com,64,23
github.com,54,24
statics.teams.cdn.office.net,34,13
Bing,14,5
DuckDuckGo,13,6
quip-amazon.com,13,4
wire.lgcns.com,5,1
health.aws.amazon.com,5,1
