time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-08 00:00:00+00:00,2,2,446,76
2024-11-09 00:00:00+00:00,4,3,410,30
2024-11-10 00:00:00+00:00,3,2,656,42
2024-11-11 00:00:00+00:00,3,2,287,104
2024-11-12 00:00:00+00:00,1,1,285,96
2024-11-13 00:00:00+00:00,3,2,297,99
2024-11-14 00:00:00+00:00,3,2,276,106
2024-11-15 00:00:00+00:00,4,2,271,77
2024-11-16 00:00:00+00:00,6,3,808,33
2024-11-17 00:00:00+00:00,1,1,1162,33
2024-11-18 00:00:00+00:00,2,2,318,77
2024-11-19 00:00:00+00:00,1,1,273,89
2024-11-20 00:00:00+00:00,6,3,281,88
2024-11-21 00:00:00+00:00,2,2,280,94
