referrer,views_total,views_unique
Google,261,114
github.com,50,14
aws.amazon.com,28,16
maturitymodel.security.aws.dev,20,13
statics.teams.cdn.office.net,14,7
DuckDuckGo,14,6
Bing,13,6
tmc-ccoe.atlassian.net,13,3
docs.aws.amazon.com,10,2
mail.google.com,8,2
