time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-25 00:00:00+00:00,13,5,72,45
2026-02-26 00:00:00+00:00,27,15,134,64
2026-02-27 00:00:00+00:00,14,6,88,44
2026-02-28 00:00:00+00:00,9,5,25,14
2026-03-01 00:00:00+00:00,18,10,27,15
2026-03-02 00:00:00+00:00,14,6,85,43
2026-03-03 00:00:00+00:00,26,14,133,49
2026-03-04 00:00:00+00:00,16,8,76,45
2026-03-05 00:00:00+00:00,19,7,81,56
2026-03-06 00:00:00+00:00,9,5,126,54
2026-03-07 00:00:00+00:00,22,10,39,13
2026-03-08 00:00:00+00:00,11,7,45,19
2026-03-09 00:00:00+00:00,22,10,112,34
2026-03-10 00:00:00+00:00,8,8,134,55
