referrer,views_total,views_unique
Google,251,103
maturitymodel.security.aws.dev,74,25
aws.amazon.com,64,22
github.com,41,23
statics.teams.cdn.office.net,25,11
Bing,16,6
DuckDuckGo,14,7
quip-amazon.com,13,4
youtube.com,9,2
confluence.alm.corp.hmrc.gov.uk,7,2
