time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-20 00:00:00+00:00,3,3,366,102
2024-03-21 00:00:00+00:00,4,4,510,81
2024-03-22 00:00:00+00:00,2,2,368,75
2024-03-23 00:00:00+00:00,4,4,96,26
2024-03-24 00:00:00+00:00,3,3,136,31
2024-03-25 00:00:00+00:00,3,3,413,101
2024-03-26 00:00:00+00:00,3,3,311,75
2024-03-27 00:00:00+00:00,2,2,277,73
2024-03-28 00:00:00+00:00,4,4,360,71
2024-03-29 00:00:00+00:00,3,3,155,50
2024-03-30 00:00:00+00:00,3,3,235,23
2024-03-31 00:00:00+00:00,3,3,317,25
2024-04-01 00:00:00+00:00,3,3,429,78
2024-04-02 00:00:00+00:00,2,2,428,98
