time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-11 00:00:00+00:00,17,10,192,88
2025-06-12 00:00:00+00:00,19,9,211,103
2025-06-13 00:00:00+00:00,16,8,149,69
2025-06-14 00:00:00+00:00,13,7,174,23
2025-06-15 00:00:00+00:00,16,8,65,21
2025-06-16 00:00:00+00:00,14,5,208,105
2025-06-17 00:00:00+00:00,21,7,244,111
2025-06-18 00:00:00+00:00,15,9,155,77
2025-06-19 00:00:00+00:00,17,8,231,72
2025-06-20 00:00:00+00:00,13,5,122,45
2025-06-21 00:00:00+00:00,21,5,84,22
2025-06-22 00:00:00+00:00,15,6,94,21
2025-06-23 00:00:00+00:00,14,8,299,106
2025-06-24 00:00:00+00:00,1,1,136,67
