referrer,views_total,views_unique
Google,215,116
github.com,118,33
maturitymodel.security.aws.dev,52,18
statics.teams.cdn.office.net,35,14
aws.amazon.com,34,15
Bing,8,5
health.aws.amazon.com,6,1
quip-amazon.com,4,2
mail.google.com,4,1
cac-excel.officeapps.live.com,4,1
