time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-10 00:00:00+00:00,8,8,134,55
2026-03-11 00:00:00+00:00,16,8,110,48
2026-03-12 00:00:00+00:00,11,7,159,50
2026-03-13 00:00:00+00:00,22,10,155,50
2026-03-14 00:00:00+00:00,19,7,43,14
2026-03-15 00:00:00+00:00,20,12,45,12
2026-03-16 00:00:00+00:00,20,12,96,45
2026-03-17 00:00:00+00:00,21,10,158,57
2026-03-18 00:00:00+00:00,15,7,130,50
2026-03-19 00:00:00+00:00,22,10,104,60
2026-03-20 00:00:00+00:00,9,5,168,66
2026-03-21 00:00:00+00:00,24,6,236,24
2026-03-22 00:00:00+00:00,19,8,58,15
2026-03-23 00:00:00+00:00,14,10,137,56
