time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-22 00:00:00+00:00,3,3,3183,25
2024-09-23 00:00:00+00:00,3,3,1338,79
2024-09-24 00:00:00+00:00,2,2,676,124
2024-09-25 00:00:00+00:00,1,1,1040,107
2024-09-26 00:00:00+00:00,5,3,329,103
2024-09-27 00:00:00+00:00,6,3,250,81
2024-09-28 00:00:00+00:00,4,4,650,23
2024-09-29 00:00:00+00:00,1,1,1344,31
2024-09-30 00:00:00+00:00,2,2,500,77
2024-10-01 00:00:00+00:00,7,4,411,113
2024-10-02 00:00:00+00:00,4,3,399,83
2024-10-03 00:00:00+00:00,1,1,327,103
2024-10-04 00:00:00+00:00,2,2,257,82
2024-10-05 00:00:00+00:00,3,3,1325,34
