referrer,views_total,views_unique
Google,265,110
aws.amazon.com,67,8
github.com,46,18
statics.teams.cdn.office.net,33,14
maturitymodel.security.aws.dev,26,10
qiita.com,25,1
Bing,23,6
medium.com,13,3
broadcast.amazon.com,11,2
docs.aws.amazon.com,7,2
