referrer,views_total,views_unique
Google,161,76
maturitymodel.security.aws.dev,63,19
github.com,39,23
app.gotowebinar.com,21,11
pages.awscloud.com,13,3
tmc-ccoe.atlassian.net,12,4
statics.teams.cdn.office.net,9,5
linkedin.com,7,2
wiki.kbobjects.com,6,3
foreflight.atlassian.net,4,2
