time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-18 00:00:00+00:00,5,5,203,81
2023-01-19 00:00:00+00:00,13,8,206,75
2023-01-20 00:00:00+00:00,5,5,135,50
2023-01-21 00:00:00+00:00,3,3,28,14
2023-01-22 00:00:00+00:00,4,4,46,22
2023-01-23 00:00:00+00:00,5,5,168,76
2023-01-24 00:00:00+00:00,6,4,153,54
2023-01-25 00:00:00+00:00,9,6,174,63
2023-01-26 00:00:00+00:00,8,5,138,57
2023-01-27 00:00:00+00:00,8,6,90,41
2023-01-28 00:00:00+00:00,6,4,12,11
2023-01-29 00:00:00+00:00,6,4,56,20
2023-01-30 00:00:00+00:00,7,5,229,70
2023-01-31 00:00:00+00:00,2,2,142,61
