referrer,views_total,views_unique
Google,470,112
github.com,147,19
maturitymodel.security.aws.dev,91,13
statics.teams.cdn.office.net,72,16
aws.amazon.com,56,14
Bing,35,5
pages.awscloud.com,16,3
t.co,15,6
amazon.webex.com,14,6
mail.google.com,9,2
