time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-11 00:00:00+00:00,3,3,61,31
2022-08-12 00:00:00+00:00,4,4,106,45
2022-08-13 00:00:00+00:00,3,3,9,7
2022-08-14 00:00:00+00:00,4,4,44,15
2022-08-15 00:00:00+00:00,3,3,125,48
2022-08-16 00:00:00+00:00,7,5,198,63
2022-08-17 00:00:00+00:00,4,4,647,278
2022-08-18 00:00:00+00:00,5,5,199,83
2022-08-19 00:00:00+00:00,4,4,167,59
2022-08-20 00:00:00+00:00,3,3,25,12
2022-08-21 00:00:00+00:00,3,3,31,19
2022-08-22 00:00:00+00:00,3,3,134,72
2022-08-23 00:00:00+00:00,3,3,172,71
2022-08-24 00:00:00+00:00,2,2,102,43
