referrer,views_total,views_unique
Google,446,143
maturitymodel.security.aws.dev,245,17
statics.teams.cdn.office.net,107,12
aws.amazon.com,83,15
github.com,78,28
thehackernews.com,33,11
Bing,16,5
youtube.com,11,1
docs.aws.amazon.com,8,2
l.facebook.com,8,1
