time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-25 00:00:00+00:00,7,5,61,20
2025-12-26 00:00:00+00:00,10,4,60,34
2025-12-27 00:00:00+00:00,11,5,46,13
2025-12-28 00:00:00+00:00,15,5,58,20
2025-12-29 00:00:00+00:00,8,4,151,47
2025-12-30 00:00:00+00:00,17,10,105,37
2025-12-31 00:00:00+00:00,11,8,31,18
2026-01-01 00:00:00+00:00,10,6,44,16
2026-01-02 00:00:00+00:00,8,4,89,29
2026-01-03 00:00:00+00:00,12,8,70,20
2026-01-04 00:00:00+00:00,9,6,54,24
2026-01-05 00:00:00+00:00,15,9,177,71
2026-01-06 00:00:00+00:00,10,7,70,37
2026-01-07 00:00:00+00:00,12,8,136,59
