time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-12 00:00:00+00:00,3,3,304,55
2024-01-13 00:00:00+00:00,6,5,285,13
2024-01-14 00:00:00+00:00,5,4,1015,20
2024-01-15 00:00:00+00:00,5,5,263,63
2024-01-16 00:00:00+00:00,5,4,415,95
2024-01-17 00:00:00+00:00,5,4,432,101
2024-01-18 00:00:00+00:00,11,10,428,96
2024-01-19 00:00:00+00:00,3,3,543,100
2024-01-20 00:00:00+00:00,6,6,110,31
2024-01-21 00:00:00+00:00,3,3,241,27
2024-01-22 00:00:00+00:00,3,3,381,78
2024-01-23 00:00:00+00:00,5,5,536,93
2024-01-24 00:00:00+00:00,4,4,453,68
2024-01-25 00:00:00+00:00,1,1,358,73
