time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,40,14,213,65
2025-12-02 00:00:00+00:00,47,13,86,52
2025-12-03 00:00:00+00:00,108,26,126,48
2025-12-04 00:00:00+00:00,10,6,163,66
2025-12-05 00:00:00+00:00,12,8,183,55
2025-12-06 00:00:00+00:00,5,5,38,22
2025-12-07 00:00:00+00:00,11,6,42,22
2025-12-08 00:00:00+00:00,14,10,231,76
2025-12-09 00:00:00+00:00,12,9,188,81
2025-12-10 00:00:00+00:00,8,8,162,77
2025-12-11 00:00:00+00:00,5,5,208,71
2025-12-12 00:00:00+00:00,5,5,80,46
2025-12-13 00:00:00+00:00,15,7,62,15
2025-12-14 00:00:00+00:00,4,3,80,28
