time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,1,1,612,67
2025-01-14 00:00:00+00:00,4,3,411,95
2025-01-15 00:00:00+00:00,3,3,261,114
2025-01-16 00:00:00+00:00,1,1,410,71
2025-01-17 00:00:00+00:00,4,3,391,71
2025-01-18 00:00:00+00:00,6,4,973,20
2025-01-19 00:00:00+00:00,1,1,1744,20
2025-01-20 00:00:00+00:00,3,3,310,74
2025-01-21 00:00:00+00:00,1,1,429,79
2025-01-22 00:00:00+00:00,3,3,281,75
2025-01-23 00:00:00+00:00,3,2,396,89
2025-01-24 00:00:00+00:00,3,3,392,88
2025-01-25 00:00:00+00:00,2,2,453,17
2025-01-26 00:00:00+00:00,2,2,837,18
