time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-25 00:00:00+00:00,4,4,609,131
2023-10-26 00:00:00+00:00,6,5,486,104
2023-10-27 00:00:00+00:00,6,6,335,77
2023-10-28 00:00:00+00:00,4,4,47,19
2023-10-29 00:00:00+00:00,4,4,71,27
2023-10-30 00:00:00+00:00,5,5,338,91
2023-10-31 00:00:00+00:00,4,4,490,111
2023-11-01 00:00:00+00:00,4,4,347,83
2023-11-02 00:00:00+00:00,3,3,364,66
2023-11-03 00:00:00+00:00,4,4,174,58
2023-11-04 00:00:00+00:00,5,5,78,17
2023-11-05 00:00:00+00:00,5,5,59,25
2023-11-06 00:00:00+00:00,7,7,401,76
2023-11-07 00:00:00+00:00,3,3,321,79
